time_ms csd_trace8
-8.300000000000000000e+01 1.439201660156250062e+00
-8.249949949949950678e+01 1.905510253906250062e+00
-8.199899899899899935e+01 2.270988769531249840e+00
-8.149849849849849193e+01 1.676994628906250062e+00
-8.099799799799799871e+01 1.649895019531250062e+00
-8.049749749749750549e+01 1.053215332031250062e+00
-7.999699699699699806e+01 9.001391601562500622e-01
-7.949649649649649064e+01 1.175773925781250062e+00
-7.899599599599599742e+01 1.175041503906250062e+00
-7.849549549549550420e+01 9.445727539062500622e-01
-7.799499499499499677e+01 7.624438476562500622e-01
-7.749449449449448935e+01 6.281665039062500622e-01
-7.699399399399399613e+01 4.262622070312500067e-01
-7.649349349349350291e+01 7.656176757812500622e-01
-7.599299299299299548e+01 7.790454101562500622e-01
-7.549249249249248805e+01 1.723559570312500067e-01
-7.499199199199199484e+01 9.911376953125000666e-02
-7.449149149149148741e+01 6.957934570312500622e-01
-7.399099099099099419e+01 4.018481445312500067e-01
-7.349049049049048676e+01 6.669848632812500622e-01
-7.298998998998999355e+01 7.080004882812500622e-01
-7.248948948948948612e+01 6.594165039062500622e-01
-7.198898898898899290e+01 9.338305664062500622e-01
-7.148848848848848547e+01 8.757250976562500622e-01
-7.098798798798799226e+01 1.053215332031250062e+00
-7.048748748748748483e+01 1.234611816406250062e+00
-6.998698698698697740e+01 1.130852050781250062e+00
-6.948648648648648418e+01 6.491625976562500622e-01
-6.898598598598599096e+01 7.053149414062500622e-01
-6.848548548548548354e+01 9.528735351562500622e-01
-6.798498498498497611e+01 1.180656738281250062e+00
-6.748448448448448289e+01 1.599602050781250062e+00
-6.698398398398398967e+01 1.270256347656250062e+00
-6.648348348348348225e+01 3.869555664062500067e-01
-6.598298298298297482e+01 5.768969726562500622e-01
-6.548248248248248160e+01 6.664306640625000666e-02
-6.498198198198198838e+01 7.690356445312500622e-01
-6.448148148148148096e+01 1.233635253906250062e+00
-6.398098098098098063e+01 1.361809082031250062e+00
-6.348048048048048031e+01 9.921801757812500622e-01
-6.297997997997997999e+01 7.651293945312500622e-01
-6.247947947947947966e+01 -1.870190429687499933e-01
-6.197897897897897224e+01 -4.607006835937499933e-01
-6.147847847847847902e+01 7.316894531250006661e-03
-6.097797797797797870e+01 -4.646069335937499933e-01
-6.047747747747747837e+01 -6.684643554687499378e-01
-5.997697697697697095e+01 -8.093334960937499378e-01
-5.947647647647647773e+01 -2.170483398437499933e-01
-5.897597597597597741e+01 3.923266601562500067e-01
-5.847547547547547708e+01 3.283618164062500067e-01
-5.797497497497496965e+01 -1.630932617187499933e-01
-5.747447447447447644e+01 -8.579174804687499378e-01
-5.697397397397396901e+01 -2.805249023437499933e-01
-5.647347347347347579e+01 -1.071850585937499933e-01
-5.597297297297296836e+01 -4.108959960937499933e-01
-5.547247247247247515e+01 -1.940991210937499933e-01
-5.497197197197196772e+01 1.701660156250006661e-03
-5.447147147147147450e+01 -6.142651367187499378e-01
-5.397097097097096707e+01 -1.369392089843749938e+00
-5.347047047047047386e+01 -1.189460449218749938e+00
-5.296996996996996643e+01 -8.830639648437499378e-01
-5.246946946946947321e+01 -5.283276367187499378e-01
-5.196896896896896578e+01 -7.226635742187499378e-01
-5.146846846846847257e+01 -2.812573242187499933e-01
-5.096796796796796514e+01 -2.419506835937499933e-01
-5.046746746746746481e+01 -3.911206054687499933e-01
-4.996696696696697160e+01 2.202075195312500067e-01
-4.946646646646646417e+01 -8.374755859374999334e-02
-4.896596596596596385e+01 1.572192382812500067e-01
-4.846546546546546352e+01 9.133227539062500622e-01
-4.796496496496496320e+01 6.237719726562500622e-01
-4.746446446446446998e+01 -6.568115234374999334e-02
-4.696396396396396256e+01 3.991625976562500067e-01
-4.646346346346346223e+01 6.423266601562500622e-01
-4.596296296296296191e+01 -2.441479492187499933e-01
-4.546246246246246159e+01 -1.940991210937499933e-01
-4.496196196196196126e+01 1.874926757812500067e-01
-4.446146146146146094e+01 -4.277416992187499933e-01
-4.396096096096096062e+01 -4.848706054687499933e-01
-4.346046046046046030e+01 -6.640698242187499378e-01
-4.295995995995995997e+01 -9.260327148437499378e-01
-4.245945945945945965e+01 -1.027595214843749938e+00
-4.195895895895895933e+01 -8.601147460937499378e-01
-4.145845845845845901e+01 -5.180737304687499378e-01
-4.095795795795795158e+01 -2.443920898437499933e-01
-4.045745745745745836e+01 -8.886791992187499378e-01
-3.995695695695695804e+01 -1.650642089843749938e+00
-3.945645645645645772e+01 -1.773444824218749938e+00
-3.895595595595595739e+01 -1.968269042968749938e+00
-3.845545545545544996e+01 -1.693854980468749938e+00
-3.795495495495495675e+01 -1.488776855468749938e+00
-3.745445445445445642e+01 -2.105476074218750160e+00
-3.695395395395394900e+01 -1.971931152343749938e+00
-3.645345345345345578e+01 -1.589362792968749938e+00
-3.595295295295294835e+01 -1.518806152343749938e+00
-3.545245245245245513e+01 -1.587165527343749938e+00
-3.495195195195195481e+01 -2.056647949218750160e+00
-3.445145145145144738e+01 -2.267341308593750160e+00
-3.395095095095095417e+01 -1.689948730468749938e+00
-3.345045045045044674e+01 -1.534675292968749938e+00
-3.294994994994994642e+01 -6.774975585937499378e-01
-3.244944944944945320e+01 -7.749096679687499378e-01
-3.194894894894894577e+01 -6.882397460937499378e-01
-3.144844844844845255e+01 -6.652905273437499378e-01
-3.094794794794794512e+01 -4.123608398437499933e-01
-3.044744744744744480e+01 -4.033276367187499933e-01
-2.994694694694695158e+01 -7.407299804687499378e-01
-2.944644644644644416e+01 -1.539802246093749938e+00
-2.894594594594594383e+01 -2.322272949218750160e+00
-2.844544544544544351e+01 -2.036384277343750160e+00
-2.794494494494494319e+01 -1.190681152343749938e+00
-2.744444444444444997e+01 -9.948803710937499378e-01
-2.694394394394394254e+01 -9.204174804687499378e-01
-2.644344344344344222e+01 -7.932202148437499378e-01
-2.594294294294294190e+01 -5.419995117187499378e-01
-2.544244244244244157e+01 -4.802319335937499933e-01
-2.494194194194194125e+01 -6.325756835937499378e-01
-2.444144144144144093e+01 -1.029792480468749938e+00
-2.394094094094094061e+01 -1.473151855468749938e+00
-2.344044044044044028e+01 -1.566169433593749938e+00
-2.293993993993993996e+01 -1.382087402343749938e+00
-2.243943943943943964e+01 -7.768627929687499378e-01
-2.193893893893893932e+01 1.774829101562500067e-01
-2.143843843843843899e+01 6.433032226562500622e-01
-2.093793793793793157e+01 -1.767651367187499933e-01
-2.043743743743743124e+01 -9.423901367187499378e-01
-1.993693693693694513e+01 -3.081127929687499933e-01
-1.943643643643643770e+01 4.150317382812500067e-01
-1.893593593593593027e+01 -5.982177734374999334e-02
-1.843543543543543706e+01 -2.824780273437499933e-01
-1.793493493493492963e+01 1.176684570312500067e-01
-1.743443443443443641e+01 4.543383789062500067e-01
-1.693393393393394319e+01 -2.500073242187499933e-01
-1.643343343343343577e+01 -6.933666992187499378e-01
-1.593293293293292834e+01 -1.323249511718749938e+00
-1.543243243243243512e+01 -1.151374511718749938e+00
-1.493193193193192769e+01 -1.081550292968749938e+00
-1.443143143143143448e+01 -1.281745605468749938e+00
-1.393093093093092705e+01 -6.701733398437499378e-01
-1.343043043043043383e+01 -5.336987304687499378e-01
-1.292992992992992640e+01 -7.119213867187499378e-01
-1.242942942942941897e+01 -9.238354492187499378e-01
-1.192892892892893997e+01 -1.167731933593749938e+00
-1.142842842842843254e+01 -1.453376464843749938e+00
-1.092792792792792511e+01 -1.252204589843749938e+00
-1.042742742742743189e+01 -9.082104492187499378e-01
-9.926926926926924466e+00 -1.279060058593749938e+00
-9.426426426426431249e+00 -1.521735839843749938e+00
-8.925925925925923821e+00 -1.801276855468749938e+00
-8.425425425425430603e+00 -1.316413574218749938e+00
-7.924924924924923175e+00 -8.618237304687499378e-01
-7.424424424424415747e+00 -1.068854980468749938e+00
-6.923923923923922530e+00 -1.300544433593749938e+00
-6.423423423423429313e+00 -1.938728027343749938e+00
-5.922922922922921884e+00 -1.673835449218749938e+00
-5.422422422422428667e+00 -4.438549804687499933e-01
-4.921921921921921239e+00 -5.263745117187499378e-01
-4.421421421421413811e+00 -7.070385742187499378e-01
-3.920920920920920594e+00 -6.176831054687499378e-01
-3.420420420420427376e+00 -1.867749023437499933e-01
-2.919919919919919948e+00 -1.175300292968749938e+00
-2.419419419419412520e+00 -9.848706054687499378e-01
-1.918918918918919303e+00 -3.933178710937499933e-01
-1.418418418418426086e+00 -4.577709960937499933e-01
-9.179179179179186576e-01 -8.869702148437499378e-01
-4.174174174174254404e-01 -8.313061523437499378e-01
8.308308308308198775e-02 -3.332592773437499933e-01
5.835835835835894159e-01 -5.293041992187499378e-01
1.084084084084096844e+00 -5.197827148437499378e-01
1.584584584584575850e+00 -2.414624023437499933e-01
2.085085085085083278e+00 -2.407299804687499933e-01
2.585585585585590707e+00 -4.138256835937499933e-01
3.086086086086083924e+00 -8.332592773437499378e-01
3.586586586586591352e+00 -6.770092773437499378e-01
4.087087087087084569e+00 -6.704174804687499378e-01
4.587587587587577787e+00 -4.423901367187499933e-01
5.088088088088085215e+00 -8.110424804687499378e-01
